#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1656   0.367095E+03  -0.298429E+02   0.374064E-06  -0.298429E+02   0.198743E+02   0.162565E-06   0.374064E-06   0.162565E-06   0.285375E-08
  1657   0.367399E+03  -0.301373E+02   0.371136E-06  -0.301373E+02   0.197612E+02   0.161773E-06   0.371136E-06   0.161773E-06   0.285077E-08
  1658   0.367722E+03  -0.304242E+02   0.368363E-06  -0.304242E+02   0.196462E+02   0.160968E-06   0.368363E-06   0.160968E-06   0.284780E-08
  1659   0.368066E+03  -0.307035E+02   0.365746E-06  -0.307035E+02   0.195296E+02   0.160149E-06   0.365746E-06   0.160149E-06   0.284483E-08
  1660   0.368428E+03  -0.309751E+02   0.363285E-06  -0.309751E+02   0.194115E+02   0.159317E-06   0.363285E-06   0.159317E-06   0.284186E-08
  1661   0.368808E+03  -0.312391E+02   0.360981E-06  -0.312391E+02   0.192917E+02   0.158471E-06   0.360981E-06   0.158471E-06   0.283890E-08
  1662   0.369206E+03  -0.314951E+02   0.358835E-06  -0.314951E+02   0.191705E+02   0.157613E-06   0.358835E-06   0.157613E-06   0.283595E-08
  1663   0.369621E+03  -0.317433E+02   0.356846E-06  -0.317433E+02   0.190477E+02   0.156741E-06   0.356846E-06   0.156741E-06   0.283300E-08
  1664   0.370053E+03  -0.319836E+02   0.355017E-06  -0.319836E+02   0.189236E+02   0.155856E-06   0.355017E-06   0.155856E-06   0.283005E-08
  1665   0.370500E+03  -0.322158E+02   0.353346E-06  -0.322158E+02   0.187980E+02   0.154958E-06   0.353346E-06   0.154958E-06   0.282711E-08
  1666   0.370962E+03  -0.324399E+02   0.351836E-06  -0.324399E+02   0.186710E+02   0.154047E-06   0.351836E-06   0.154047E-06   0.282418E-08
  1667   0.371439E+03  -0.326560E+02   0.350486E-06  -0.326560E+02   0.185429E+02   0.153124E-06   0.350486E-06   0.153124E-06   0.282124E-08
  1668   0.371930E+03  -0.328638E+02   0.349297E-06  -0.328638E+02   0.184134E+02   0.152188E-06   0.349297E-06   0.152188E-06   0.281832E-08
  1669   0.372434E+03  -0.330633E+02   0.348269E-06  -0.330633E+02   0.182826E+02   0.151239E-06   0.348269E-06   0.151239E-06   0.281539E-08
  1670   0.372950E+03  -0.332546E+02   0.347404E-06  -0.332546E+02   0.181508E+02   0.150277E-06   0.347404E-06   0.150277E-06   0.281248E-08
  1671   0.373478E+03  -0.334375E+02   0.346702E-06  -0.334375E+02   0.180177E+02   0.149304E-06   0.346702E-06   0.149304E-06   0.280956E-08
  1672   0.374017E+03  -0.336120E+02   0.346163E-06  -0.336120E+02   0.178836E+02   0.148317E-06   0.346163E-06   0.148317E-06   0.280665E-08
  1673   0.374567E+03  -0.337782E+02   0.345788E-06  -0.337782E+02   0.177485E+02   0.147319E-06   0.345788E-06   0.147319E-06   0.280375E-08
  1674   0.375127E+03  -0.339359E+02   0.345578E-06  -0.339359E+02   0.176124E+02   0.146309E-06   0.345578E-06   0.146309E-06   0.280085E-08
  1675   0.375695E+03  -0.340852E+02   0.345532E-06  -0.340852E+02   0.174754E+02   0.145286E-06   0.345532E-06   0.145286E-06   0.279795E-08
  1676   0.376273E+03  -0.342262E+02   0.345653E-06  -0.342262E+02   0.173376E+02   0.144252E-06   0.345653E-06   0.144252E-06   0.279506E-08
  1677   0.376859E+03  -0.343586E+02   0.345940E-06  -0.343586E+02   0.171991E+02   0.143205E-06   0.345940E-06   0.143205E-06   0.279218E-08
  1678   0.377453E+03  -0.344826E+02   0.346394E-06  -0.344826E+02   0.170597E+02   0.142147E-06   0.346394E-06   0.142147E-06   0.278929E-08
  1679   0.378052E+03  -0.345981E+02   0.347015E-06  -0.345981E+02   0.169197E+02   0.141077E-06   0.347015E-06   0.141077E-06   0.278642E-08
  1680   0.378658E+03  -0.347051E+02   0.347804E-06  -0.347051E+02   0.167791E+02   0.139996E-06   0.347804E-06   0.139996E-06   0.278354E-08
  1681   0.379271E+03  -0.348036E+02   0.348762E-06  -0.348036E+02   0.166378E+02   0.138903E-06   0.348762E-06   0.138903E-06   0.278068E-08
  1682   0.379887E+03  -0.348936E+02   0.349890E-06  -0.348936E+02   0.164961E+02   0.137798E-06   0.349890E-06   0.137798E-06   0.277781E-08
  1683   0.380507E+03  -0.349751E+02   0.351187E-06  -0.349751E+02   0.163538E+02   0.136682E-06   0.351187E-06   0.136682E-06   0.277495E-08
  1684   0.381131E+03  -0.350480E+02   0.352655E-06  -0.350480E+02   0.162109E+02   0.135555E-06   0.352655E-06   0.135555E-06   0.277210E-08
  1685   0.381758E+03  -0.351124E+02   0.354293E-06  -0.351124E+02   0.160677E+02   0.134417E-06   0.354293E-06   0.134417E-06   0.276925E-08
  1686   0.382388E+03  -0.351683E+02   0.356104E-06  -0.351683E+02   0.159242E+02   0.133268E-06   0.356104E-06   0.133268E-06   0.276640E-08
  1687   0.383018E+03  -0.352158E+02   0.358086E-06  -0.352158E+02   0.157803E+02   0.132107E-06   0.358086E-06   0.132107E-06   0.276356E-08
  1688   0.383651E+03  -0.352548E+02   0.360242E-06  -0.352548E+02   0.156361E+02   0.130936E-06   0.360242E-06   0.130936E-06   0.276072E-08
  1689   0.384283E+03  -0.352853E+02   0.362571E-06  -0.352853E+02   0.154917E+02   0.129754E-06   0.362571E-06   0.129754E-06   0.275789E-08
  1690   0.384916E+03  -0.353075E+02   0.365073E-06  -0.353075E+02   0.153471E+02   0.128562E-06   0.365073E-06   0.128562E-06   0.275506E-08
  1691   0.385547E+03  -0.353212E+02   0.367751E-06  -0.353212E+02   0.152025E+02   0.127358E-06   0.367751E-06   0.127358E-06   0.275224E-08
  1692   0.386177E+03  -0.353266E+02   0.370603E-06  -0.353266E+02   0.150578E+02   0.126145E-06   0.370603E-06   0.126145E-06   0.274942E-08
  1693   0.386805E+03  -0.353237E+02   0.373631E-06  -0.353237E+02   0.149130E+02   0.124920E-06   0.373631E-06   0.124920E-06   0.274660E-08
  1694   0.387431E+03  -0.353125E+02   0.376836E-06  -0.353125E+02   0.147682E+02   0.123686E-06   0.376836E-06   0.123686E-06   0.274379E-08
  1695   0.388053E+03  -0.352930E+02   0.380217E-06  -0.352930E+02   0.146236E+02   0.122441E-06   0.380217E-06   0.122441E-06   0.274099E-08
  1696   0.388671E+03  -0.352652E+02   0.383776E-06  -0.352652E+02   0.144790E+02   0.121186E-06   0.383776E-06   0.121186E-06   0.273818E-08
  1697   0.389285E+03  -0.352293E+02   0.387514E-06  -0.352293E+02   0.143345E+02   0.119921E-06   0.387514E-06   0.119921E-06   0.273539E-08
  1698   0.389893E+03  -0.351851E+02   0.391429E-06  -0.351851E+02   0.141903E+02   0.118646E-06   0.391429E-06   0.118646E-06   0.273259E-08
  1699   0.390496E+03  -0.351330E+02   0.395524E-06  -0.351330E+02   0.140463E+02   0.117361E-06   0.395524E-06   0.117361E-06   0.272980E-08
  1700   0.391093E+03  -0.350727E+02   0.399799E-06  -0.350727E+02   0.139026E+02   0.116066E-06   0.399799E-06   0.116066E-06   0.272702E-08
  1701   0.391683E+03  -0.350045E+02   0.404253E-06  -0.350045E+02   0.137592E+02   0.114762E-06   0.404253E-06   0.114762E-06   0.272424E-08
  1702   0.392266E+03  -0.349283E+02   0.408880E-06  -0.349283E+02   0.136162E+02   0.113448E-06   0.408880E-06   0.113448E-06   0.272146E-08
  1703   0.392841E+03  -0.348444E+02   0.413672E-06  -0.348444E+02   0.134737E+02   0.112125E-06   0.413672E-06   0.112125E-06   0.271869E-08
  1704   0.393408E+03  -0.347528E+02   0.418623E-06  -0.347528E+02   0.133316E+02   0.110793E-06   0.418623E-06   0.110793E-06   0.271592E-08
  1705   0.393967E+03  -0.346536E+02   0.423723E-06  -0.346536E+02   0.131902E+02   0.109453E-06   0.423723E-06   0.109453E-06   0.271316E-08
  1706   0.394516E+03  -0.345468E+02   0.428967E-06  -0.345468E+02   0.130493E+02   0.108105E-06   0.428967E-06   0.108105E-06   0.271040E-08
  1707   0.395056E+03  -0.344325E+02   0.434345E-06  -0.344325E+02   0.129090E+02   0.106748E-06   0.434345E-06   0.106748E-06   0.270765E-08
  1708   0.395585E+03  -0.343109E+02   0.439851E-06  -0.343109E+02   0.127695E+02   0.105385E-06   0.439851E-06   0.105385E-06   0.270490E-08
  1709   0.396104E+03  -0.341818E+02   0.445478E-06  -0.341818E+02   0.126306E+02   0.104014E-06   0.445478E-06   0.104014E-06   0.270215E-08
  1710   0.396612E+03  -0.340456E+02   0.451217E-06  -0.340456E+02   0.124926E+02   0.102636E-06   0.451217E-06   0.102636E-06   0.269941E-08
  1711   0.397108E+03  -0.339021E+02   0.457062E-06  -0.339021E+02   0.123553E+02   0.101252E-06   0.457062E-06   0.101252E-06   0.269667E-08
  1712   0.397592E+03  -0.337517E+02   0.463004E-06  -0.337517E+02   0.122188E+02   0.998618E-07   0.463004E-06   0.998618E-07   0.269394E-08
  1713   0.398063E+03  -0.335942E+02   0.469036E-06  -0.335942E+02   0.120832E+02   0.984655E-07   0.469036E-06   0.984655E-07   0.269121E-08
  1714   0.398521E+03  -0.334298E+02   0.475151E-06  -0.334298E+02   0.119485E+02   0.970636E-07   0.475151E-06   0.970636E-07   0.268848E-08
  1715   0.398966E+03  -0.332587E+02   0.481340E-06  -0.332587E+02   0.118148E+02   0.956564E-07   0.481340E-06   0.956564E-07   0.268576E-08
  1716   0.399397E+03  -0.330809E+02   0.487598E-06  -0.330809E+02   0.116821E+02   0.942443E-07   0.487598E-06   0.942443E-07   0.268305E-08
  1717   0.399814E+03  -0.328965E+02   0.493915E-06  -0.328965E+02   0.115505E+02   0.928275E-07   0.493915E-06   0.928275E-07   0.268034E-08
  1718   0.400216E+03  -0.327058E+02   0.500285E-06  -0.327058E+02   0.114199E+02   0.914064E-07   0.500285E-06   0.914064E-07   0.267763E-08
  1719   0.400603E+03  -0.325086E+02   0.506699E-06  -0.325086E+02   0.112904E+02   0.899814E-07   0.506699E-06   0.899814E-07   0.267492E-08
  1720   0.400975E+03  -0.323052E+02   0.513151E-06  -0.323052E+02   0.111620E+02   0.885526E-07   0.513151E-06   0.885526E-07   0.267222E-08
  1721   0.401331E+03  -0.320956E+02   0.519633E-06  -0.320956E+02   0.110349E+02   0.871204E-07   0.519633E-06   0.871204E-07   0.266953E-08
  1722   0.401671E+03  -0.318801E+02   0.526138E-06  -0.318801E+02   0.109090E+02   0.856853E-07   0.526138E-06   0.856853E-07   0.266684E-08
  1723   0.401994E+03  -0.316587E+02   0.532657E-06  -0.316587E+02   0.107845E+02   0.842473E-07   0.532657E-06   0.842473E-07   0.266415E-08
  1724   0.402301E+03  -0.314315E+02   0.539183E-06  -0.314315E+02   0.106612E+02   0.828070E-07   0.539183E-06   0.828070E-07   0.266146E-08
  1725   0.402591E+03  -0.311988E+02   0.545709E-06  -0.311988E+02   0.105392E+02   0.813646E-07   0.545709E-06   0.813646E-07   0.265878E-08
  1726   0.402862E+03  -0.309604E+02   0.552228E-06  -0.309604E+02   0.104186E+02   0.799204E-07   0.552228E-06   0.799204E-07   0.265611E-08
  1727   0.403117E+03  -0.307167E+02   0.558731E-06  -0.307167E+02   0.102994E+02   0.784747E-07   0.558731E-06   0.784747E-07   0.265344E-08
  1728   0.403353E+03  -0.304677E+02   0.565211E-06  -0.304677E+02   0.101816E+02   0.770279E-07   0.565211E-06   0.770279E-07   0.265077E-08
  1729   0.403570E+03  -0.302136E+02   0.571661E-06  -0.302136E+02   0.100654E+02   0.755802E-07   0.571661E-06   0.755802E-07   0.264811E-08
  1730   0.403769E+03  -0.299543E+02   0.578073E-06  -0.299543E+02   0.995066E+01   0.741321E-07   0.578073E-06   0.741321E-07   0.264545E-08
  1731   0.403948E+03  -0.296902E+02   0.584440E-06  -0.296902E+02   0.983740E+01   0.726837E-07   0.584440E-06   0.726837E-07   0.264279E-08
  1732   0.404109E+03  -0.294212E+02   0.590753E-06  -0.294212E+02   0.972571E+01   0.712355E-07   0.590753E-06   0.712355E-07   0.264014E-08
  1733   0.404249E+03  -0.291476E+02   0.597007E-06  -0.291476E+02   0.961565E+01   0.697877E-07   0.597007E-06   0.697877E-07   0.263750E-08
  1734   0.404368E+03  -0.288693E+02   0.603192E-06  -0.288693E+02   0.950715E+01   0.683407E-07   0.603192E-06   0.683407E-07   0.263485E-08
  1735   0.404468E+03  -0.285867E+02   0.609301E-06  -0.285867E+02   0.940029E+01   0.668948E-07   0.609301E-06   0.668948E-07   0.263221E-08
  1736   0.404547E+03  -0.282999E+02   0.615328E-06  -0.282999E+02   0.929513E+01   0.654502E-07   0.615328E-06   0.654502E-07   0.262958E-08
  1737   0.404606E+03  -0.280089E+02   0.621264E-06  -0.280089E+02   0.919169E+01   0.640074E-07   0.621264E-06   0.640074E-07   0.262695E-08
  1738   0.404645E+03  -0.277140E+02   0.627102E-06  -0.277140E+02   0.908996E+01   0.625666E-07   0.627102E-06   0.625666E-07   0.262432E-08
  1739   0.404662E+03  -0.274153E+02   0.632834E-06  -0.274153E+02   0.899001E+01   0.611281E-07   0.632834E-06   0.611281E-07   0.262170E-08
  1740   0.404659E+03  -0.271130E+02   0.638453E-06  -0.271130E+02   0.889185E+01   0.596924E-07   0.638453E-06   0.596924E-07   0.261908E-08
  1741   0.404634E+03  -0.268071E+02   0.643952E-06  -0.268071E+02   0.879547E+01   0.582596E-07   0.643952E-06   0.582596E-07   0.261647E-08
  1742   0.404588E+03  -0.264979E+02   0.649322E-06  -0.264979E+02   0.870095E+01   0.568301E-07   0.649322E-06   0.568301E-07   0.261385E-08
  1743   0.404521E+03  -0.261855E+02   0.654556E-06  -0.261855E+02   0.860821E+01   0.554042E-07   0.654556E-06   0.554042E-07   0.261125E-08
  1744   0.404431E+03  -0.258699E+02   0.659648E-06  -0.258699E+02   0.851741E+01   0.539822E-07   0.659648E-06   0.539822E-07   0.260864E-08
  1745   0.404321E+03  -0.255513E+02   0.664588E-06  -0.255513E+02   0.842846E+01   0.525645E-07   0.664588E-06   0.525645E-07   0.260604E-08
  1746   0.404187E+03  -0.252299E+02   0.669370E-06  -0.252299E+02   0.834145E+01   0.511514E-07   0.669370E-06   0.511514E-07   0.260345E-08
  1747   0.404032E+03  -0.249057E+02   0.673986E-06  -0.249057E+02   0.825629E+01   0.497432E-07   0.673986E-06   0.497432E-07   0.260086E-08
  1748   0.403854E+03  -0.245791E+02   0.678429E-06  -0.245791E+02   0.817315E+01   0.483402E-07   0.678429E-06   0.483402E-07   0.259827E-08
  1749   0.403653E+03  -0.242500E+02   0.682690E-06  -0.242500E+02   0.809193E+01   0.469427E-07   0.682690E-06   0.469427E-07   0.259569E-08
  1750   0.403431E+03  -0.239186E+02   0.686764E-06  -0.239186E+02   0.801264E+01   0.455510E-07   0.686764E-06   0.455510E-07   0.259311E-08
  1751   0.403185E+03  -0.235851E+02   0.690642E-06  -0.235851E+02   0.793537E+01   0.441655E-07   0.690642E-06   0.441655E-07   0.259053E-08
  1752   0.402917E+03  -0.232496E+02   0.694321E-06  -0.232496E+02   0.786009E+01   0.427862E-07   0.694321E-06   0.427862E-07   0.258796E-08
  1753   0.402627E+03  -0.229123E+02   0.697800E-06  -0.229123E+02   0.778683E+01   0.414133E-07   0.697800E-06   0.414133E-07   0.258539E-08
  1754   0.402313E+03  -0.225734E+02   0.701074E-06  -0.225734E+02   0.771557E+01   0.400469E-07   0.701074E-06   0.400469E-07   0.258283E-08
  1755   0.401977E+03  -0.222329E+02   0.704141E-06  -0.222329E+02   0.764639E+01   0.386870E-07   0.704141E-06   0.386870E-07   0.258027E-08
  1756   0.401618E+03  -0.218910E+02   0.707000E-06  -0.218910E+02   0.757921E+01   0.373339E-07   0.707000E-06   0.373339E-07   0.257771E-08
  1757   0.401237E+03  -0.215478E+02   0.709646E-06  -0.215478E+02   0.751412E+01   0.359875E-07   0.709646E-06   0.359875E-07   0.257516E-08
  1758   0.400832E+03  -0.212036E+02   0.712078E-06  -0.212036E+02   0.745103E+01   0.346481E-07   0.712078E-06   0.346481E-07   0.257261E-08
  1759   0.400404E+03  -0.208584E+02   0.714292E-06  -0.208584E+02   0.739007E+01   0.333156E-07   0.714292E-06   0.333156E-07   0.257006E-08
  1760   0.399954E+03  -0.205124E+02   0.716287E-06  -0.205124E+02   0.733117E+01   0.319903E-07   0.716287E-06   0.319903E-07   0.256752E-08
  1761   0.399481E+03  -0.201657E+02   0.718058E-06  -0.201657E+02   0.727434E+01   0.306722E-07   0.718058E-06   0.306722E-07   0.256498E-08
  1762   0.398985E+03  -0.198183E+02   0.719605E-06  -0.198183E+02   0.721959E+01   0.293614E-07   0.719605E-06   0.293614E-07   0.256245E-08
  1763   0.398467E+03  -0.194707E+02   0.720924E-06  -0.194707E+02   0.716694E+01   0.280581E-07   0.720924E-06   0.280581E-07   0.255992E-08
  1764   0.397925E+03  -0.191229E+02   0.722012E-06  -0.191229E+02   0.711637E+01   0.267623E-07   0.722012E-06   0.267623E-07   0.255739E-08
  1765   0.397362E+03  -0.187748E+02   0.722867E-06  -0.187748E+02   0.706790E+01   0.254742E-07   0.722867E-06   0.254742E-07   0.255487E-08
  1766   0.396777E+03  -0.184270E+02   0.723486E-06  -0.184270E+02   0.702154E+01   0.241938E-07   0.723486E-06   0.241938E-07   0.255235E-08
  1767   0.396170E+03  -0.180792E+02   0.723866E-06  -0.180792E+02   0.697727E+01   0.229212E-07   0.723866E-06   0.229212E-07   0.254984E-08
  1768   0.395541E+03  -0.177319E+02   0.724006E-06  -0.177319E+02   0.693511E+01   0.216566E-07   0.724006E-06   0.216566E-07   0.254732E-08
  1769   0.394890E+03  -0.173850E+02   0.723901E-06  -0.173850E+02   0.689505E+01   0.204002E-07   0.723901E-06   0.204002E-07   0.254482E-08
  1770   0.394218E+03  -0.170388E+02   0.723550E-06  -0.170388E+02   0.685709E+01   0.191518E-07   0.723550E-06   0.191518E-07   0.254231E-08
  1771   0.393524E+03  -0.166934E+02   0.722949E-06  -0.166934E+02   0.682124E+01   0.179118E-07   0.722949E-06   0.179118E-07   0.253981E-08
  1772   0.392809E+03  -0.163489E+02   0.722097E-06  -0.163489E+02   0.678747E+01   0.166801E-07   0.722097E-06   0.166801E-07   0.253732E-08
  1773   0.392073E+03  -0.160054E+02   0.720990E-06  -0.160054E+02   0.675579E+01   0.154570E-07   0.720990E-06   0.154570E-07   0.253482E-08
  1774   0.391316E+03  -0.156631E+02   0.719626E-06  -0.156631E+02   0.672620E+01   0.142425E-07   0.719626E-06   0.142425E-07   0.253234E-08
  1775   0.390538E+03  -0.153220E+02   0.718002E-06  -0.153220E+02   0.669869E+01   0.130366E-07   0.718002E-06   0.130366E-07   0.252985E-08
  1776   0.389739E+03  -0.149825E+02   0.716116E-06  -0.149825E+02   0.667325E+01   0.118396E-07   0.716116E-06   0.118396E-07   0.252737E-08
  1777   0.388920E+03  -0.146444E+02   0.713964E-06  -0.146444E+02   0.664989E+01   0.106515E-07   0.713964E-06   0.106515E-07   0.252489E-08
  1778   0.388081E+03  -0.143081E+02   0.711545E-06  -0.143081E+02   0.662857E+01   0.947245E-08   0.711545E-06   0.947245E-08   0.252242E-08
  1779   0.387221E+03  -0.139736E+02   0.708855E-06  -0.139736E+02   0.660931E+01   0.830252E-08   0.708855E-06   0.830252E-08   0.251995E-08
  1780   0.386341E+03  -0.136410E+02   0.705892E-06  -0.136410E+02   0.659209E+01   0.714183E-08   0.705892E-06   0.714183E-08   0.251748E-08
  1781   0.385442E+03  -0.133105E+02   0.702653E-06  -0.133105E+02   0.657690E+01   0.599049E-08   0.702653E-06   0.599049E-08   0.251502E-08
  1782   0.384523E+03  -0.129823E+02   0.699136E-06  -0.129823E+02   0.656373E+01   0.484861E-08   0.699136E-06   0.484861E-08   0.251256E-08
  1783   0.383585E+03  -0.126563E+02   0.695338E-06  -0.126563E+02   0.655258E+01   0.371628E-08   0.695338E-06   0.371628E-08   0.251010E-08
  1784   0.382629E+03  -0.123328E+02   0.691255E-06  -0.123328E+02   0.654342E+01   0.259362E-08   0.691255E-06   0.259362E-08   0.250765E-08
  1785   0.381653E+03  -0.120119E+02   0.686887E-06  -0.120119E+02   0.653625E+01   0.148074E-08   0.686887E-06   0.148074E-08   0.250520E-08
  1786   0.380660E+03  -0.116936E+02   0.682229E-06  -0.116936E+02   0.653104E+01   0.377735E-09   0.682229E-06   0.377735E-09   0.250275E-08
  1787   0.379648E+03  -0.113782E+02   0.677279E-06  -0.113782E+02   0.652779E+01  -0.715284E-09   0.677279E-06  -0.715284E-09   0.250031E-08
  1788   0.378618E+03  -0.110657E+02   0.672035E-06  -0.110657E+02   0.652648E+01  -0.179821E-08   0.672035E-06  -0.179821E-08   0.249788E-08
  1789   0.377571E+03  -0.107562E+02   0.666494E-06  -0.107562E+02   0.652710E+01  -0.287094E-08   0.666494E-06  -0.287094E-08   0.249544E-08
  1790   0.376507E+03  -0.104498E+02   0.660653E-06  -0.104498E+02   0.652962E+01  -0.393336E-08   0.660653E-06  -0.393336E-08   0.249301E-08
  1791   0.375425E+03  -0.101467E+02   0.654510E-06  -0.101467E+02   0.653404E+01  -0.498537E-08   0.654510E-06  -0.498537E-08   0.249058E-08
