#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2156   0.163346E+03   0.106590E+00   0.783208E-06   0.106590E+00   0.516502E+01   0.155966E-07   0.783208E-06   0.155966E-07   0.177905E-08
  2157   0.162464E+03   0.132827E+00   0.778187E-06   0.132827E+00   0.519686E+01   0.159520E-07   0.778187E-06   0.159520E-07   0.177757E-08
  2158   0.161585E+03   0.156050E+00   0.772837E-06   0.156050E+00   0.522880E+01   0.163276E-07   0.772837E-06   0.163276E-07   0.177609E-08
  2159   0.160708E+03   0.176268E+00   0.767175E-06   0.176268E+00   0.526083E+01   0.167221E-07   0.767175E-06   0.167221E-07   0.177461E-08
  2160   0.159835E+03   0.193494E+00   0.761220E-06   0.193494E+00   0.529293E+01   0.171346E-07   0.761220E-06   0.171346E-07   0.177313E-08
  2161   0.158966E+03   0.207741E+00   0.754988E-06   0.207741E+00   0.532509E+01   0.175638E-07   0.754988E-06   0.175638E-07   0.177165E-08
  2162   0.158099E+03   0.219027E+00   0.748498E-06   0.219027E+00   0.535728E+01   0.180087E-07   0.748498E-06   0.180087E-07   0.177017E-08
  2163   0.157237E+03   0.227367E+00   0.741766E-06   0.227367E+00   0.538949E+01   0.184680E-07   0.741766E-06   0.184680E-07   0.176870E-08
  2164   0.156378E+03   0.232778E+00   0.734811E-06   0.232778E+00   0.542171E+01   0.189408E-07   0.734811E-06   0.189408E-07   0.176723E-08
  2165   0.155523E+03   0.235275E+00   0.727649E-06   0.235275E+00   0.545390E+01   0.194259E-07   0.727649E-06   0.194259E-07   0.176576E-08
  2166   0.154672E+03   0.234875E+00   0.720299E-06   0.234875E+00   0.548607E+01   0.199221E-07   0.720299E-06   0.199221E-07   0.176429E-08
  2167   0.153826E+03   0.231598E+00   0.712778E-06   0.231598E+00   0.551818E+01   0.204283E-07   0.712778E-06   0.204283E-07   0.176282E-08
  2168   0.152984E+03   0.225468E+00   0.705104E-06   0.225468E+00   0.555023E+01   0.209434E-07   0.705104E-06   0.209434E-07   0.176136E-08
  2169   0.152146E+03   0.216518E+00   0.697293E-06   0.216518E+00   0.558220E+01   0.214664E-07   0.697293E-06   0.214664E-07   0.175989E-08
  2170   0.151314E+03   0.204776E+00   0.689364E-06   0.204776E+00   0.561407E+01   0.219960E-07   0.689364E-06   0.219960E-07   0.175843E-08
  2171   0.150486E+03   0.190271E+00   0.681334E-06   0.190271E+00   0.564583E+01   0.225311E-07   0.681334E-06   0.225311E-07   0.175697E-08
  2172   0.149664E+03   0.173035E+00   0.673221E-06   0.173035E+00   0.567747E+01   0.230707E-07   0.673221E-06   0.230707E-07   0.175552E-08
  2173   0.148847E+03   0.153095E+00   0.665043E-06   0.153095E+00   0.570897E+01   0.236136E-07   0.665043E-06   0.236136E-07   0.175406E-08
  2174   0.148035E+03   0.130484E+00   0.656815E-06   0.130484E+00   0.574031E+01   0.241587E-07   0.656815E-06   0.241587E-07   0.175260E-08
  2175   0.147230E+03   0.105229E+00   0.648558E-06   0.105229E+00   0.577148E+01   0.247048E-07   0.648558E-06   0.247048E-07   0.175115E-08
  2176   0.146430E+03   0.773610E-01   0.640287E-06   0.773610E-01   0.580246E+01   0.252509E-07   0.640287E-06   0.252509E-07   0.174970E-08
  2177   0.145637E+03   0.469093E-01   0.632020E-06   0.469093E-01   0.583324E+01   0.257958E-07   0.632020E-06   0.257958E-07   0.174825E-08
  2178   0.144848E+03   0.139039E-01   0.623775E-06   0.139039E-01   0.586380E+01   0.263384E-07   0.623775E-06   0.263384E-07   0.174680E-08
  2179   0.144067E+03  -0.216261E-01   0.615570E-06  -0.216261E-01   0.589413E+01   0.268776E-07   0.615570E-06   0.268776E-07   0.174536E-08
  2180   0.143292E+03  -0.596500E-01   0.607422E-06  -0.596500E-01   0.592420E+01   0.274122E-07   0.607422E-06   0.274122E-07   0.174391E-08
  2181   0.142522E+03  -0.100137E+00   0.599348E-06  -0.100137E+00   0.595401E+01   0.279412E-07   0.599348E-06   0.279412E-07   0.174247E-08
  2182   0.141760E+03  -0.143050E+00   0.591367E-06  -0.143050E+00   0.598353E+01   0.284634E-07   0.591367E-06   0.284634E-07   0.174103E-08
  2183   0.141005E+03  -0.188350E+00   0.583495E-06  -0.188350E+00   0.601276E+01   0.289776E-07   0.583495E-06   0.289776E-07   0.173959E-08
  2184   0.140256E+03  -0.235997E+00   0.575750E-06  -0.235997E+00   0.604168E+01   0.294829E-07   0.575750E-06   0.294829E-07   0.173816E-08
  2185   0.139514E+03  -0.285953E+00   0.568150E-06  -0.285953E+00   0.607028E+01   0.299780E-07   0.568150E-06   0.299780E-07   0.173672E-08
  2186   0.138780E+03  -0.338178E+00   0.560712E-06  -0.338178E+00   0.609854E+01   0.304618E-07   0.560712E-06   0.304618E-07   0.173529E-08
  2187   0.138053E+03  -0.392634E+00   0.553454E-06  -0.392634E+00   0.612645E+01   0.309332E-07   0.553454E-06   0.309332E-07   0.173385E-08
  2188   0.137332E+03  -0.449282E+00   0.546393E-06  -0.449282E+00   0.615400E+01   0.313912E-07   0.546393E-06   0.313912E-07   0.173242E-08
  2189   0.136620E+03  -0.508081E+00   0.539548E-06  -0.508081E+00   0.618117E+01   0.318344E-07   0.539548E-06   0.318344E-07   0.173100E-08
  2190   0.135915E+03  -0.568990E+00   0.532934E-06  -0.568990E+00   0.620795E+01   0.322620E-07   0.532934E-06   0.322620E-07   0.172957E-08
  2191   0.135218E+03  -0.631972E+00   0.526571E-06  -0.631972E+00   0.623432E+01   0.326726E-07   0.526571E-06   0.326726E-07   0.172814E-08
  2192   0.134528E+03  -0.696984E+00   0.520475E-06  -0.696984E+00   0.626027E+01   0.330653E-07   0.520475E-06   0.330653E-07   0.172672E-08
  2193   0.133846E+03  -0.763986E+00   0.514664E-06  -0.763986E+00   0.628578E+01   0.334388E-07   0.514664E-06   0.334388E-07   0.172530E-08
  2194   0.133171E+03  -0.832941E+00   0.509156E-06  -0.832941E+00   0.631085E+01   0.337921E-07   0.509156E-06   0.337921E-07   0.172388E-08
  2195   0.132505E+03  -0.903804E+00   0.503968E-06  -0.903804E+00   0.633546E+01   0.341240E-07   0.503968E-06   0.341240E-07   0.172246E-08
  2196   0.131848E+03  -0.976528E+00   0.499118E-06  -0.976528E+00   0.635959E+01   0.344334E-07   0.499118E-06   0.344334E-07   0.172104E-08
  2197   0.131198E+03  -0.105107E+01   0.494623E-06  -0.105107E+01   0.638323E+01   0.347193E-07   0.494623E-06   0.347193E-07   0.171963E-08
  2198   0.130556E+03  -0.112736E+01   0.490500E-06  -0.112736E+01   0.640638E+01   0.349804E-07   0.490500E-06   0.349804E-07   0.171821E-08
  2199   0.129923E+03  -0.120538E+01   0.486768E-06  -0.120538E+01   0.642903E+01   0.352156E-07   0.486768E-06   0.352156E-07   0.171680E-08
  2200   0.129298E+03  -0.128506E+01   0.483444E-06  -0.128506E+01   0.645116E+01   0.354239E-07   0.483444E-06   0.354239E-07   0.171539E-08
  2201   0.128681E+03  -0.136637E+01   0.480539E-06  -0.136637E+01   0.647276E+01   0.356044E-07   0.480539E-06   0.356044E-07   0.171398E-08
  2202   0.128073E+03  -0.144923E+01   0.478042E-06  -0.144923E+01   0.649383E+01   0.357576E-07   0.478042E-06   0.357576E-07   0.171257E-08
  2203   0.127474E+03  -0.153364E+01   0.475936E-06  -0.153364E+01   0.651435E+01   0.358842E-07   0.475936E-06   0.358842E-07   0.171117E-08
  2204   0.126884E+03  -0.161952E+01   0.474202E-06  -0.161952E+01   0.653431E+01   0.359849E-07   0.474202E-06   0.359849E-07   0.170977E-08
  2205   0.126302E+03  -0.170684E+01   0.472824E-06  -0.170684E+01   0.655371E+01   0.360606E-07   0.472824E-06   0.360606E-07   0.170836E-08
  2206   0.125729E+03  -0.179557E+01   0.471783E-06  -0.179557E+01   0.657253E+01   0.361119E-07   0.471783E-06   0.361119E-07   0.170696E-08
  2207   0.125165E+03  -0.188566E+01   0.471063E-06  -0.188566E+01   0.659077E+01   0.361397E-07   0.471063E-06   0.361397E-07   0.170557E-08
  2208   0.124609E+03  -0.197706E+01   0.470646E-06  -0.197706E+01   0.660840E+01   0.361446E-07   0.470646E-06   0.361446E-07   0.170417E-08
  2209   0.124062E+03  -0.206972E+01   0.470514E-06  -0.206972E+01   0.662544E+01   0.361275E-07   0.470514E-06   0.361275E-07   0.170277E-08
  2210   0.123525E+03  -0.216361E+01   0.470650E-06  -0.216361E+01   0.664186E+01   0.360890E-07   0.470650E-06   0.360890E-07   0.170138E-08
  2211   0.122996E+03  -0.225867E+01   0.471036E-06  -0.225867E+01   0.665767E+01   0.360300E-07   0.471036E-06   0.360300E-07   0.169999E-08
  2212   0.122476E+03  -0.235485E+01   0.471655E-06  -0.235485E+01   0.667285E+01   0.359512E-07   0.471655E-06   0.359512E-07   0.169860E-08
  2213   0.121965E+03  -0.245210E+01   0.472489E-06  -0.245210E+01   0.668739E+01   0.358533E-07   0.472489E-06   0.358533E-07   0.169721E-08
  2214   0.121463E+03  -0.255039E+01   0.473521E-06  -0.255039E+01   0.670130E+01   0.357372E-07   0.473521E-06   0.357372E-07   0.169582E-08
  2215   0.120970E+03  -0.264965E+01   0.474733E-06  -0.264965E+01   0.671457E+01   0.356034E-07   0.474733E-06   0.356034E-07   0.169443E-08
  2216   0.120486E+03  -0.274982E+01   0.476108E-06  -0.274982E+01   0.672717E+01   0.354529E-07   0.476108E-06   0.354529E-07   0.169305E-08
  2217   0.120011E+03  -0.285088E+01   0.477628E-06  -0.285088E+01   0.673913E+01   0.352863E-07   0.477628E-06   0.352863E-07   0.169167E-08
  2218   0.119546E+03  -0.295276E+01   0.479276E-06  -0.295276E+01   0.675043E+01   0.351044E-07   0.479276E-06   0.351044E-07   0.169029E-08
  2219   0.119088E+03  -0.305542E+01   0.481034E-06  -0.305542E+01   0.676106E+01   0.349080E-07   0.481034E-06   0.349080E-07   0.168891E-08
  2220   0.118641E+03  -0.315882E+01   0.482885E-06  -0.315882E+01   0.677102E+01   0.346978E-07   0.482885E-06   0.346978E-07   0.168753E-08
  2221   0.118202E+03  -0.326289E+01   0.484811E-06  -0.326289E+01   0.678031E+01   0.344745E-07   0.484811E-06   0.344745E-07   0.168616E-08
  2222   0.117772E+03  -0.336759E+01   0.486795E-06  -0.336759E+01   0.678892E+01   0.342390E-07   0.486795E-06   0.342390E-07   0.168478E-08
  2223   0.117352E+03  -0.347287E+01   0.488819E-06  -0.347287E+01   0.679686E+01   0.339919E-07   0.488819E-06   0.339919E-07   0.168341E-08
  2224   0.116940E+03  -0.357867E+01   0.490865E-06  -0.357867E+01   0.680410E+01   0.337341E-07   0.490865E-06   0.337341E-07   0.168204E-08
  2225   0.116538E+03  -0.368497E+01   0.492917E-06  -0.368497E+01   0.681065E+01   0.334662E-07   0.492917E-06   0.334662E-07   0.168067E-08
  2226   0.116144E+03  -0.379169E+01   0.494956E-06  -0.379169E+01   0.681652E+01   0.331891E-07   0.494956E-06   0.331891E-07   0.167930E-08
  2227   0.115760E+03  -0.389880E+01   0.496965E-06  -0.389880E+01   0.682167E+01   0.329034E-07   0.496965E-06   0.329034E-07   0.167793E-08
  2228   0.115384E+03  -0.400625E+01   0.498927E-06  -0.400625E+01   0.682613E+01   0.326100E-07   0.498927E-06   0.326100E-07   0.167657E-08
  2229   0.115017E+03  -0.411398E+01   0.500825E-06  -0.411398E+01   0.682988E+01   0.323096E-07   0.500825E-06   0.323096E-07   0.167521E-08
  2230   0.114659E+03  -0.422194E+01   0.502639E-06  -0.422194E+01   0.683293E+01   0.320029E-07   0.502639E-06   0.320029E-07   0.167385E-08
  2231   0.114310E+03  -0.433009E+01   0.504354E-06  -0.433009E+01   0.683526E+01   0.316906E-07   0.504354E-06   0.316906E-07   0.167249E-08
  2232   0.113970E+03  -0.443838E+01   0.505952E-06  -0.443838E+01   0.683688E+01   0.313737E-07   0.505952E-06   0.313737E-07   0.167113E-08
  2233   0.113638E+03  -0.454676E+01   0.507414E-06  -0.454676E+01   0.683779E+01   0.310527E-07   0.507414E-06   0.310527E-07   0.166977E-08
  2234   0.113315E+03  -0.465518E+01   0.508724E-06  -0.465518E+01   0.683799E+01   0.307285E-07   0.508724E-06   0.307285E-07   0.166842E-08
  2235   0.113001E+03  -0.476357E+01   0.509864E-06  -0.476357E+01   0.683749E+01   0.304017E-07   0.509864E-06   0.304017E-07   0.166706E-08
  2236   0.112695E+03  -0.487190E+01   0.510817E-06  -0.487190E+01   0.683629E+01   0.300733E-07   0.510817E-06   0.300733E-07   0.166571E-08
  2237   0.112398E+03  -0.498013E+01   0.511565E-06  -0.498013E+01   0.683438E+01   0.297438E-07   0.511565E-06   0.297438E-07   0.166436E-08
  2238   0.112110E+03  -0.508819E+01   0.512090E-06  -0.508819E+01   0.683177E+01   0.294141E-07   0.512090E-06   0.294141E-07   0.166301E-08
  2239   0.111830E+03  -0.519604E+01   0.512375E-06  -0.519604E+01   0.682846E+01   0.290849E-07   0.512375E-06   0.290849E-07   0.166166E-08
  2240   0.111559E+03  -0.530365E+01   0.512403E-06  -0.530365E+01   0.682445E+01   0.287570E-07   0.512403E-06   0.287570E-07   0.166032E-08
  2241   0.111295E+03  -0.541095E+01   0.512156E-06  -0.541095E+01   0.681972E+01   0.284310E-07   0.512156E-06   0.284310E-07   0.165897E-08
  2242   0.111040E+03  -0.551791E+01   0.511616E-06  -0.551791E+01   0.681430E+01   0.281079E-07   0.511616E-06   0.281079E-07   0.165763E-08
  2243   0.110794E+03  -0.562447E+01   0.510766E-06  -0.562447E+01   0.680818E+01   0.277883E-07   0.510766E-06   0.277883E-07   0.165629E-08
  2244   0.110556E+03  -0.573060E+01   0.509589E-06  -0.573060E+01   0.680135E+01   0.274729E-07   0.509589E-06   0.274729E-07   0.165495E-08
  2245   0.110325E+03  -0.583624E+01   0.508066E-06  -0.583624E+01   0.679381E+01   0.271626E-07   0.508066E-06   0.271626E-07   0.165361E-08
  2246   0.110102E+03  -0.594135E+01   0.506181E-06  -0.594135E+01   0.678558E+01   0.268581E-07   0.506181E-06   0.268581E-07   0.165228E-08
  2247   0.109888E+03  -0.604589E+01   0.503916E-06  -0.604589E+01   0.677666E+01   0.265601E-07   0.503916E-06   0.265601E-07   0.165094E-08
  2248   0.109681E+03  -0.614981E+01   0.501254E-06  -0.614981E+01   0.676705E+01   0.262694E-07   0.501254E-06   0.262694E-07   0.164961E-08
  2249   0.109482E+03  -0.625307E+01   0.498176E-06  -0.625307E+01   0.675675E+01   0.259867E-07   0.498176E-06   0.259867E-07   0.164828E-08
  2250   0.109290E+03  -0.635561E+01   0.494666E-06  -0.635561E+01   0.674576E+01   0.257128E-07   0.494666E-06   0.257128E-07   0.164695E-08
  2251   0.109107E+03  -0.645741E+01   0.490712E-06  -0.645741E+01   0.673409E+01   0.254483E-07   0.490712E-06   0.254483E-07   0.164562E-08
  2252   0.108931E+03  -0.655842E+01   0.486327E-06  -0.655842E+01   0.672175E+01   0.251931E-07   0.486327E-06   0.251931E-07   0.164429E-08
  2253   0.108761E+03  -0.665859E+01   0.481530E-06  -0.665859E+01   0.670872E+01   0.249470E-07   0.481530E-06   0.249470E-07   0.164297E-08
  2254   0.108600E+03  -0.675791E+01   0.476341E-06  -0.675791E+01   0.669503E+01   0.247098E-07   0.476341E-06   0.247098E-07   0.164164E-08
  2255   0.108444E+03  -0.685631E+01   0.470779E-06  -0.685631E+01   0.668065E+01   0.244812E-07   0.470779E-06   0.244812E-07   0.164032E-08
  2256   0.108297E+03  -0.695378E+01   0.464864E-06  -0.695378E+01   0.666561E+01   0.242610E-07   0.464864E-06   0.242610E-07   0.163900E-08
  2257   0.108157E+03  -0.705027E+01   0.458614E-06  -0.705027E+01   0.664991E+01   0.240489E-07   0.458614E-06   0.240489E-07   0.163768E-08
  2258   0.108023E+03  -0.714575E+01   0.452049E-06  -0.714575E+01   0.663354E+01   0.238448E-07   0.452049E-06   0.238448E-07   0.163636E-08
  2259   0.107896E+03  -0.724018E+01   0.445188E-06  -0.724018E+01   0.661651E+01   0.236484E-07   0.445188E-06   0.236484E-07   0.163504E-08
  2260   0.107776E+03  -0.733353E+01   0.438050E-06  -0.733353E+01   0.659884E+01   0.234594E-07   0.438050E-06   0.234594E-07   0.163373E-08
  2261   0.107663E+03  -0.742575E+01   0.430655E-06  -0.742575E+01   0.658052E+01   0.232777E-07   0.430655E-06   0.232777E-07   0.163242E-08
  2262   0.107556E+03  -0.751683E+01   0.423023E-06  -0.751683E+01   0.656157E+01   0.231030E-07   0.423023E-06   0.231030E-07   0.163111E-08
  2263   0.107455E+03  -0.760673E+01   0.415171E-06  -0.760673E+01   0.654201E+01   0.229351E-07   0.415171E-06   0.229351E-07   0.162979E-08
  2264   0.107361E+03  -0.769540E+01   0.407120E-06  -0.769540E+01   0.652183E+01   0.227738E-07   0.407120E-06   0.227738E-07   0.162849E-08
  2265   0.107272E+03  -0.778282E+01   0.398889E-06  -0.778282E+01   0.650105E+01   0.226188E-07   0.398889E-06   0.226188E-07   0.162718E-08
  2266   0.107191E+03  -0.786899E+01   0.390497E-06  -0.786899E+01   0.647966E+01   0.224699E-07   0.390497E-06   0.224699E-07   0.162587E-08
  2267   0.107114E+03  -0.795380E+01   0.381963E-06  -0.795380E+01   0.645769E+01   0.223268E-07   0.381963E-06   0.223268E-07   0.162457E-08
  2268   0.107044E+03  -0.803728E+01   0.373307E-06  -0.803728E+01   0.643513E+01   0.221894E-07   0.373307E-06   0.221894E-07   0.162327E-08
  2269   0.106979E+03  -0.811937E+01   0.364548E-06  -0.811937E+01   0.641199E+01   0.220574E-07   0.364548E-06   0.220574E-07   0.162196E-08
  2270   0.106920E+03  -0.820013E+01   0.355705E-06  -0.820013E+01   0.638830E+01   0.219305E-07   0.355705E-06   0.219305E-07   0.162067E-08
  2271   0.106866E+03  -0.827943E+01   0.346797E-06  -0.827943E+01   0.636402E+01   0.218086E-07   0.346797E-06   0.218086E-07   0.161937E-08
  2272   0.106818E+03  -0.835727E+01   0.337845E-06  -0.835727E+01   0.633919E+01   0.216914E-07   0.337845E-06   0.216914E-07   0.161807E-08
  2273   0.106776E+03  -0.843365E+01   0.328866E-06  -0.843365E+01   0.631383E+01   0.215787E-07   0.328866E-06   0.215787E-07   0.161677E-08
  2274   0.106738E+03  -0.850850E+01   0.319881E-06  -0.850850E+01   0.628791E+01   0.214703E-07   0.319881E-06   0.214703E-07   0.161548E-08
  2275   0.106704E+03  -0.858182E+01   0.310908E-06  -0.858182E+01   0.626148E+01   0.213659E-07   0.310908E-06   0.213659E-07   0.161419E-08
  2276   0.106677E+03  -0.865362E+01   0.301967E-06  -0.865362E+01   0.623453E+01   0.212653E-07   0.301967E-06   0.212653E-07   0.161290E-08
  2277   0.106653E+03  -0.872383E+01   0.293078E-06  -0.872383E+01   0.620706E+01   0.211682E-07   0.293078E-06   0.211682E-07   0.161161E-08
  2278   0.106634E+03  -0.879244E+01   0.284259E-06  -0.879244E+01   0.617911E+01   0.210745E-07   0.284259E-06   0.210745E-07   0.161032E-08
  2279   0.106619E+03  -0.885947E+01   0.275530E-06  -0.885947E+01   0.615067E+01   0.209839E-07   0.275530E-06   0.209839E-07   0.160903E-08
  2280   0.106610E+03  -0.892483E+01   0.266909E-06  -0.892483E+01   0.612175E+01   0.208962E-07   0.266909E-06   0.208962E-07   0.160775E-08
  2281   0.106604E+03  -0.898847E+01   0.258417E-06  -0.898847E+01   0.609236E+01   0.208111E-07   0.258417E-06   0.208111E-07   0.160647E-08
  2282   0.106602E+03  -0.905045E+01   0.250073E-06  -0.905045E+01   0.606251E+01   0.207284E-07   0.250073E-06   0.207284E-07   0.160518E-08
  2283   0.106603E+03  -0.911079E+01   0.241895E-06  -0.911079E+01   0.603222E+01   0.206479E-07   0.241895E-06   0.206479E-07   0.160390E-08
  2284   0.106610E+03  -0.916933E+01   0.233904E-06  -0.916933E+01   0.600148E+01   0.205694E-07   0.233904E-06   0.205694E-07   0.160262E-08
  2285   0.106619E+03  -0.922615E+01   0.226118E-06  -0.922615E+01   0.597031E+01   0.204926E-07   0.226118E-06   0.204926E-07   0.160135E-08
  2286   0.106632E+03  -0.928119E+01   0.218557E-06  -0.928119E+01   0.593872E+01   0.204173E-07   0.218557E-06   0.204173E-07   0.160007E-08
  2287   0.106648E+03  -0.933451E+01   0.211239E-06  -0.933451E+01   0.590672E+01   0.203432E-07   0.211239E-06   0.203432E-07   0.159880E-08
  2288   0.106668E+03  -0.938598E+01   0.204185E-06  -0.938598E+01   0.587432E+01   0.202702E-07   0.204185E-06   0.202702E-07   0.159752E-08
  2289   0.106690E+03  -0.943567E+01   0.197414E-06  -0.943567E+01   0.584154E+01   0.201980E-07   0.197414E-06   0.201980E-07   0.159625E-08
  2290   0.106716E+03  -0.948351E+01   0.190944E-06  -0.948351E+01   0.580838E+01   0.201264E-07   0.190944E-06   0.201264E-07   0.159498E-08
  2291   0.106744E+03  -0.952958E+01   0.184796E-06  -0.952958E+01   0.577487E+01   0.200551E-07   0.184796E-06   0.200551E-07   0.159371E-08
  2292   0.106776E+03  -0.957381E+01   0.178988E-06  -0.957381E+01   0.574101E+01   0.199839E-07   0.178988E-06   0.199839E-07   0.159244E-08
  2293   0.106809E+03  -0.961612E+01   0.173539E-06  -0.961612E+01   0.570683E+01   0.199127E-07   0.173539E-06   0.199127E-07   0.159118E-08
  2294   0.106846E+03  -0.965667E+01   0.168470E-06  -0.965667E+01   0.567233E+01   0.198410E-07   0.168470E-06   0.198410E-07   0.158991E-08
  2295   0.106884E+03  -0.969524E+01   0.163798E-06  -0.969524E+01   0.563750E+01   0.197689E-07   0.163798E-06   0.197689E-07   0.158865E-08
  2296   0.106924E+03  -0.973198E+01   0.159545E-06  -0.973198E+01   0.560239E+01   0.196959E-07   0.159545E-06   0.196959E-07   0.158739E-08
  2297   0.106967E+03  -0.976681E+01   0.155728E-06  -0.976681E+01   0.556699E+01   0.196218E-07   0.155728E-06   0.196218E-07   0.158613E-08
  2298   0.107011E+03  -0.979983E+01   0.152367E-06  -0.979983E+01   0.553131E+01   0.195465E-07   0.152367E-06   0.195465E-07   0.158487E-08
  2299   0.107058E+03  -0.983087E+01   0.149481E-06  -0.983087E+01   0.549536E+01   0.194697E-07   0.149481E-06   0.194697E-07   0.158361E-08
  2300   0.107105E+03  -0.985995E+01   0.147090E-06  -0.985995E+01   0.545916E+01   0.193912E-07   0.147090E-06   0.193912E-07   0.158235E-08
  2301   0.107154E+03  -0.988721E+01   0.145208E-06  -0.988721E+01   0.542271E+01   0.193108E-07   0.145208E-06   0.193108E-07   0.158110E-08
  2302   0.107205E+03  -0.991245E+01   0.143828E-06  -0.991245E+01   0.538604E+01   0.192283E-07   0.143828E-06   0.192283E-07   0.157985E-08
  2303   0.107256E+03  -0.993587E+01   0.142939E-06  -0.993587E+01   0.534914E+01   0.191437E-07   0.142939E-06   0.191437E-07   0.157859E-08
  2304   0.107309E+03  -0.995726E+01   0.142528E-06  -0.995726E+01   0.531203E+01   0.190570E-07   0.142528E-06   0.190570E-07   0.157734E-08
  2305   0.107362E+03  -0.997678E+01   0.142585E-06  -0.997678E+01   0.527473E+01   0.189680E-07   0.142585E-06   0.189680E-07   0.157610E-08
  2306   0.107416E+03  -0.999436E+01   0.143097E-06  -0.999436E+01   0.523724E+01   0.188768E-07   0.143097E-06   0.188768E-07   0.157485E-08
  2307   0.107471E+03  -0.100100E+02   0.144054E-06  -0.100100E+02   0.519957E+01   0.187831E-07   0.144054E-06   0.187831E-07   0.157360E-08
  2308   0.107527E+03  -0.100237E+02   0.145443E-06  -0.100237E+02   0.516175E+01   0.186870E-07   0.145443E-06   0.186870E-07   0.157236E-08
  2309   0.107582E+03  -0.100354E+02   0.147252E-06  -0.100354E+02   0.512376E+01   0.185883E-07   0.147252E-06   0.185883E-07   0.157111E-08
  2310   0.107639E+03  -0.100453E+02   0.149470E-06  -0.100453E+02   0.508565E+01   0.184871E-07   0.149470E-06   0.184871E-07   0.156987E-08
  2311   0.107695E+03  -0.100533E+02   0.152086E-06  -0.100533E+02   0.504740E+01   0.183832E-07   0.152086E-06   0.183832E-07   0.156863E-08
  2312   0.107751E+03  -0.100592E+02   0.155087E-06  -0.100592E+02   0.500903E+01   0.182766E-07   0.155087E-06   0.182766E-07   0.156739E-08
  2313   0.107808E+03  -0.100633E+02   0.158463E-06  -0.100633E+02   0.497056E+01   0.181671E-07   0.158463E-06   0.181671E-07   0.156615E-08
  2314   0.107864E+03  -0.100656E+02   0.162200E-06  -0.100656E+02   0.493200E+01   0.180548E-07   0.162200E-06   0.180548E-07   0.156492E-08
  2315   0.107920E+03  -0.100659E+02   0.166289E-06  -0.100659E+02   0.489335E+01   0.179395E-07   0.166289E-06   0.179395E-07   0.156368E-08
  2316   0.107976E+03  -0.100643E+02   0.170716E-06  -0.100643E+02   0.485463E+01   0.178212E-07   0.170716E-06   0.178212E-07   0.156245E-08
  2317   0.108031E+03  -0.100608E+02   0.175471E-06  -0.100608E+02   0.481586E+01   0.176998E-07   0.175471E-06   0.176998E-07   0.156122E-08
  2318   0.108085E+03  -0.100554E+02   0.180542E-06  -0.100554E+02   0.477704E+01   0.175752E-07   0.180542E-06   0.175752E-07   0.155999E-08
  2319   0.108138E+03  -0.100482E+02   0.185916E-06  -0.100482E+02   0.473817E+01   0.174474E-07   0.185916E-06   0.174474E-07   0.155876E-08
  2320   0.108191E+03  -0.100391E+02   0.191583E-06  -0.100391E+02   0.469929E+01   0.173163E-07   0.191583E-06   0.173163E-07   0.155753E-08
  2321   0.108242E+03  -0.100281E+02   0.197531E-06  -0.100281E+02   0.466038E+01   0.171818E-07   0.197531E-06   0.171818E-07   0.155630E-08
  2322   0.108292E+03  -0.100154E+02   0.203748E-06  -0.100154E+02   0.462148E+01   0.170439E-07   0.203748E-06   0.170439E-07   0.155508E-08
  2323   0.108342E+03  -0.100007E+02   0.210222E-06  -0.100007E+02   0.458258E+01   0.169024E-07   0.210222E-06   0.169024E-07   0.155385E-08
  2324   0.108390E+03  -0.998433E+01   0.216942E-06  -0.998433E+01   0.454371E+01   0.167574E-07   0.216942E-06   0.167574E-07   0.155263E-08
  2325   0.108436E+03  -0.996617E+01   0.223896E-06  -0.996617E+01   0.450487E+01   0.166087E-07   0.223896E-06   0.166087E-07   0.155141E-08
  2326   0.108481E+03  -0.994619E+01   0.231073E-06  -0.994619E+01   0.446609E+01   0.164562E-07   0.231073E-06   0.164562E-07   0.155019E-08
  2327   0.108524E+03  -0.992441E+01   0.238460E-06  -0.992441E+01   0.442736E+01   0.162999E-07   0.238460E-06   0.162999E-07   0.154897E-08
  2328   0.108566E+03  -0.990098E+01   0.246046E-06  -0.990098E+01   0.438872E+01   0.161398E-07   0.246046E-06   0.161398E-07   0.154775E-08
  2329   0.108606E+03  -0.987582E+01   0.253820E-06  -0.987582E+01   0.435015E+01   0.159757E-07   0.253820E-06   0.159757E-07   0.154654E-08
  2330   0.108644E+03  -0.984893E+01   0.261770E-06  -0.984893E+01   0.431169E+01   0.158076E-07   0.261770E-06   0.158076E-07   0.154532E-08
  2331   0.108680E+03  -0.982039E+01   0.269884E-06  -0.982039E+01   0.427334E+01   0.156354E-07   0.269884E-06   0.156354E-07   0.154411E-08
  2332   0.108713E+03  -0.979014E+01   0.278150E-06  -0.979014E+01   0.423510E+01   0.154590E-07   0.278150E-06   0.154590E-07   0.154290E-08
  2333   0.108745E+03  -0.975825E+01   0.286558E-06  -0.975825E+01   0.419698E+01   0.152784E-07   0.286558E-06   0.152784E-07   0.154169E-08
  2334   0.108774E+03  -0.972472E+01   0.295094E-06  -0.972472E+01   0.415901E+01   0.150935E-07   0.295094E-06   0.150935E-07   0.154048E-08
