#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2335   0.108801E+03  -0.968956E+01   0.303748E-06  -0.968956E+01   0.412118E+01   0.149042E-07   0.303748E-06   0.149042E-07   0.153927E-08
  2336   0.108825E+03  -0.965284E+01   0.312508E-06  -0.965284E+01   0.408351E+01   0.147104E-07   0.312508E-06   0.147104E-07   0.153807E-08
  2337   0.108847E+03  -0.961456E+01   0.321362E-06  -0.961456E+01   0.404602E+01   0.145122E-07   0.321362E-06   0.145122E-07   0.153686E-08
  2338   0.108866E+03  -0.957467E+01   0.330298E-06  -0.957467E+01   0.400869E+01   0.143093E-07   0.330298E-06   0.143093E-07   0.153566E-08
  2339   0.108882E+03  -0.953329E+01   0.339306E-06  -0.953329E+01   0.397157E+01   0.141018E-07   0.339306E-06   0.141018E-07   0.153445E-08
  2340   0.108896E+03  -0.949045E+01   0.348373E-06  -0.949045E+01   0.393465E+01   0.138895E-07   0.348373E-06   0.138895E-07   0.153325E-08
  2341   0.108906E+03  -0.944607E+01   0.357487E-06  -0.944607E+01   0.389794E+01   0.136725E-07   0.357487E-06   0.136725E-07   0.153205E-08
  2342   0.108913E+03  -0.940022E+01   0.366637E-06  -0.940022E+01   0.386145E+01   0.134505E-07   0.366637E-06   0.134505E-07   0.153086E-08
  2343   0.108918E+03  -0.935299E+01   0.375811E-06  -0.935299E+01   0.382520E+01   0.132237E-07   0.375811E-06   0.132237E-07   0.152966E-08
  2344   0.108919E+03  -0.930437E+01   0.384998E-06  -0.930437E+01   0.378918E+01   0.129917E-07   0.384998E-06   0.129917E-07   0.152846E-08
  2345   0.108916E+03  -0.925430E+01   0.394186E-06  -0.925430E+01   0.375343E+01   0.127548E-07   0.394186E-06   0.127548E-07   0.152727E-08
  2346   0.108911E+03  -0.920292E+01   0.403364E-06  -0.920292E+01   0.371793E+01   0.125126E-07   0.403364E-06   0.125126E-07   0.152608E-08
  2347   0.108902E+03  -0.915017E+01   0.412518E-06  -0.915017E+01   0.368270E+01   0.122652E-07   0.412518E-06   0.122652E-07   0.152489E-08
  2348   0.108890E+03  -0.909612E+01   0.421639E-06  -0.909612E+01   0.364775E+01   0.120125E-07   0.421639E-06   0.120125E-07   0.152370E-08
  2349   0.108874E+03  -0.904078E+01   0.430714E-06  -0.904078E+01   0.361308E+01   0.117544E-07   0.430714E-06   0.117544E-07   0.152251E-08
  2350   0.108854E+03  -0.898423E+01   0.439732E-06  -0.898423E+01   0.357872E+01   0.114909E-07   0.439732E-06   0.114909E-07   0.152132E-08
  2351   0.108831E+03  -0.892638E+01   0.448681E-06  -0.892638E+01   0.354466E+01   0.112220E-07   0.448681E-06   0.112220E-07   0.152013E-08
  2352   0.108804E+03  -0.886740E+01   0.457548E-06  -0.886740E+01   0.351091E+01   0.109481E-07   0.457548E-06   0.109481E-07   0.151895E-08
  2353   0.108773E+03  -0.880720E+01   0.466320E-06  -0.880720E+01   0.347749E+01   0.106700E-07   0.466320E-06   0.106700E-07   0.151777E-08
  2354   0.108738E+03  -0.874594E+01   0.474986E-06  -0.874594E+01   0.344440E+01   0.103882E-07   0.474986E-06   0.103882E-07   0.151658E-08
  2355   0.108700E+03  -0.868347E+01   0.483532E-06  -0.868347E+01   0.341164E+01   0.101033E-07   0.483532E-06   0.101033E-07   0.151540E-08
  2356   0.108657E+03  -0.861994E+01   0.491946E-06  -0.861994E+01   0.337925E+01   0.981589E-08   0.491946E-06   0.981589E-08   0.151422E-08
  2357   0.108611E+03  -0.855542E+01   0.500215E-06  -0.855542E+01   0.334720E+01   0.952665E-08   0.500215E-06   0.952665E-08   0.151305E-08
  2358   0.108560E+03  -0.848983E+01   0.508327E-06  -0.848983E+01   0.331552E+01   0.923615E-08   0.508327E-06   0.923615E-08   0.151187E-08
  2359   0.108506E+03  -0.842326E+01   0.516268E-06  -0.842326E+01   0.328421E+01   0.894501E-08   0.516268E-06   0.894501E-08   0.151069E-08
  2360   0.108448E+03  -0.835563E+01   0.524027E-06  -0.835563E+01   0.325327E+01   0.865383E-08   0.524027E-06   0.865383E-08   0.150952E-08
  2361   0.108385E+03  -0.828716E+01   0.531590E-06  -0.828716E+01   0.322271E+01   0.836324E-08   0.531590E-06   0.836324E-08   0.150835E-08
  2362   0.108318E+03  -0.821770E+01   0.538946E-06  -0.821770E+01   0.319255E+01   0.807382E-08   0.538946E-06   0.807382E-08   0.150717E-08
  2363   0.108247E+03  -0.814741E+01   0.546080E-06  -0.814741E+01   0.316277E+01   0.778620E-08   0.546080E-06   0.778620E-08   0.150600E-08
  2364   0.108171E+03  -0.807620E+01   0.552982E-06  -0.807620E+01   0.313339E+01   0.750098E-08   0.552982E-06   0.750098E-08   0.150484E-08
  2365   0.108091E+03  -0.800424E+01   0.559637E-06  -0.800424E+01   0.310442E+01   0.721878E-08   0.559637E-06   0.721878E-08   0.150367E-08
  2366   0.108008E+03  -0.793144E+01   0.566034E-06  -0.793144E+01   0.307587E+01   0.694020E-08   0.566034E-06   0.694020E-08   0.150250E-08
  2367   0.107919E+03  -0.785787E+01   0.572160E-06  -0.785787E+01   0.304772E+01   0.666584E-08   0.572160E-06   0.666584E-08   0.150134E-08
  2368   0.107826E+03  -0.778355E+01   0.578002E-06  -0.778355E+01   0.302000E+01   0.639633E-08   0.578002E-06   0.639633E-08   0.150017E-08
  2369   0.107730E+03  -0.770861E+01   0.583547E-06  -0.770861E+01   0.299271E+01   0.613227E-08   0.583547E-06   0.613227E-08   0.149901E-08
  2370   0.107628E+03  -0.763291E+01   0.588783E-06  -0.763291E+01   0.296585E+01   0.587427E-08   0.588783E-06   0.587427E-08   0.149785E-08
  2371   0.107522E+03  -0.755660E+01   0.593698E-06  -0.755660E+01   0.293944E+01   0.562294E-08   0.593698E-06   0.562294E-08   0.149669E-08
  2372   0.107412E+03  -0.747968E+01   0.598278E-06  -0.747968E+01   0.291346E+01   0.537889E-08   0.598278E-06   0.537889E-08   0.149553E-08
  2373   0.107298E+03  -0.740223E+01   0.602511E-06  -0.740223E+01   0.288794E+01   0.514273E-08   0.602511E-06   0.514273E-08   0.149437E-08
  2374   0.107178E+03  -0.732424E+01   0.606384E-06  -0.732424E+01   0.286287E+01   0.491506E-08   0.606384E-06   0.491506E-08   0.149322E-08
  2375   0.107055E+03  -0.724571E+01   0.609885E-06  -0.724571E+01   0.283825E+01   0.469650E-08   0.609885E-06   0.469650E-08   0.149206E-08
  2376   0.106927E+03  -0.716672E+01   0.613001E-06  -0.716672E+01   0.281409E+01   0.448765E-08   0.613001E-06   0.448765E-08   0.149091E-08
  2377   0.106794E+03  -0.708728E+01   0.615720E-06  -0.708728E+01   0.279040E+01   0.428913E-08   0.615720E-06   0.428913E-08   0.148976E-08
  2378   0.106658E+03  -0.700741E+01   0.618028E-06  -0.700741E+01   0.276717E+01   0.410155E-08   0.618028E-06   0.410155E-08   0.148861E-08
  2379   0.106517E+03  -0.692718E+01   0.619914E-06  -0.692718E+01   0.274442E+01   0.392551E-08   0.619914E-06   0.392551E-08   0.148746E-08
  2380   0.106372E+03  -0.684660E+01   0.621364E-06  -0.684660E+01   0.272214E+01   0.376162E-08   0.621364E-06   0.376162E-08   0.148631E-08
  2381   0.106222E+03  -0.676571E+01   0.622365E-06  -0.676571E+01   0.270033E+01   0.361050E-08   0.622365E-06   0.361050E-08   0.148516E-08
  2382   0.106067E+03  -0.668453E+01   0.622906E-06  -0.668453E+01   0.267901E+01   0.347275E-08   0.622906E-06   0.347275E-08   0.148401E-08
  2383   0.105908E+03  -0.660311E+01   0.622974E-06  -0.660311E+01   0.265817E+01   0.334898E-08   0.622974E-06   0.334898E-08   0.148287E-08
  2384   0.105745E+03  -0.652145E+01   0.622556E-06  -0.652145E+01   0.263781E+01   0.323980E-08   0.622556E-06   0.323980E-08   0.148173E-08
  2385   0.105577E+03  -0.643960E+01   0.621639E-06  -0.643960E+01   0.261794E+01   0.314583E-08   0.621639E-06   0.314583E-08   0.148058E-08
  2386   0.105405E+03  -0.635760E+01   0.620210E-06  -0.635760E+01   0.259855E+01   0.306766E-08   0.620210E-06   0.306766E-08   0.147944E-08
  2387   0.105228E+03  -0.627548E+01   0.618258E-06  -0.627548E+01   0.257966E+01   0.300592E-08   0.618258E-06   0.300592E-08   0.147830E-08
  2388   0.105048E+03  -0.619327E+01   0.615769E-06  -0.619327E+01   0.256126E+01   0.296120E-08   0.615769E-06   0.296120E-08   0.147717E-08
  2389   0.104863E+03  -0.611101E+01   0.612731E-06  -0.611101E+01   0.254337E+01   0.293412E-08   0.612731E-06   0.293412E-08   0.147603E-08
  2390   0.104674E+03  -0.602873E+01   0.609131E-06  -0.602873E+01   0.252596E+01   0.292529E-08   0.609131E-06   0.292529E-08   0.147489E-08
  2391   0.104480E+03  -0.594646E+01   0.604956E-06  -0.594646E+01   0.250905E+01   0.293531E-08   0.604956E-06   0.293531E-08   0.147376E-08
  2392   0.104283E+03  -0.586425E+01   0.600194E-06  -0.586425E+01   0.249264E+01   0.296480E-08   0.600194E-06   0.296480E-08   0.147262E-08
  2393   0.104081E+03  -0.578211E+01   0.594833E-06  -0.578211E+01   0.247673E+01   0.301437E-08   0.594833E-06   0.301437E-08   0.147149E-08
  2394   0.103875E+03  -0.570007E+01   0.588859E-06  -0.570007E+01   0.246132E+01   0.308462E-08   0.588859E-06   0.308462E-08   0.147036E-08
  2395   0.103665E+03  -0.561818E+01   0.582260E-06  -0.561818E+01   0.244642E+01   0.317617E-08   0.582260E-06   0.317617E-08   0.146923E-08
  2396   0.103451E+03  -0.553645E+01   0.575023E-06  -0.553645E+01   0.243201E+01   0.328962E-08   0.575023E-06   0.328962E-08   0.146810E-08
  2397   0.103233E+03  -0.545492E+01   0.567136E-06  -0.545492E+01   0.241810E+01   0.342559E-08   0.567136E-06   0.342559E-08   0.146698E-08
  2398   0.103011E+03  -0.537362E+01   0.558586E-06  -0.537362E+01   0.240469E+01   0.358468E-08   0.558586E-06   0.358468E-08   0.146585E-08
  2399   0.102785E+03  -0.529258E+01   0.549361E-06  -0.529258E+01   0.239178E+01   0.376750E-08   0.549361E-06   0.376750E-08   0.146473E-08
  2400   0.102555E+03  -0.521182E+01   0.539447E-06  -0.521182E+01   0.237937E+01   0.397466E-08   0.539447E-06   0.397466E-08   0.146360E-08
  2401   0.102321E+03  -0.513139E+01   0.528841E-06  -0.513139E+01   0.236746E+01   0.420638E-08   0.528841E-06   0.420638E-08   0.146248E-08
  2402   0.102083E+03  -0.505130E+01   0.517573E-06  -0.505130E+01   0.235604E+01   0.446132E-08   0.517573E-06   0.446132E-08   0.146136E-08
  2403   0.101841E+03  -0.497159E+01   0.505683E-06  -0.497159E+01   0.234511E+01   0.473773E-08   0.505683E-06   0.473773E-08   0.146024E-08
  2404   0.101596E+03  -0.489228E+01   0.493209E-06  -0.489228E+01   0.233468E+01   0.503388E-08   0.493209E-06   0.503388E-08   0.145912E-08
  2405   0.101347E+03  -0.481340E+01   0.480190E-06  -0.481340E+01   0.232475E+01   0.534802E-08   0.480190E-06   0.534802E-08   0.145800E-08
  2406   0.101095E+03  -0.473498E+01   0.466667E-06  -0.473498E+01   0.231531E+01   0.567843E-08   0.466667E-06   0.567843E-08   0.145689E-08
  2407   0.100838E+03  -0.465704E+01   0.452677E-06  -0.465704E+01   0.230636E+01   0.602336E-08   0.452677E-06   0.602336E-08   0.145577E-08
  2408   0.100578E+03  -0.457960E+01   0.438260E-06  -0.457960E+01   0.229789E+01   0.638108E-08   0.438260E-06   0.638108E-08   0.145466E-08
  2409   0.100315E+03  -0.450269E+01   0.423455E-06  -0.450269E+01   0.228991E+01   0.674984E-08   0.423455E-06   0.674984E-08   0.145354E-08
  2410   0.100048E+03  -0.442634E+01   0.408301E-06  -0.442634E+01   0.228241E+01   0.712791E-08   0.408301E-06   0.712791E-08   0.145243E-08
  2411   0.997774E+02  -0.435057E+01   0.392837E-06  -0.435057E+01   0.227539E+01   0.751355E-08   0.392837E-06   0.751355E-08   0.145132E-08
  2412   0.995031E+02  -0.427540E+01   0.377103E-06  -0.427540E+01   0.226885E+01   0.790503E-08   0.377103E-06   0.790503E-08   0.145021E-08
  2413   0.992260E+02  -0.420086E+01   0.361137E-06  -0.420086E+01   0.226278E+01   0.830060E-08   0.361137E-06   0.830060E-08   0.144911E-08
  2414   0.989455E+02  -0.412697E+01   0.344979E-06  -0.412697E+01   0.225718E+01   0.869853E-08   0.344979E-06   0.869853E-08   0.144800E-08
  2415   0.986615E+02  -0.405376E+01   0.328668E-06  -0.405376E+01   0.225205E+01   0.909707E-08   0.328668E-06   0.909707E-08   0.144689E-08
  2416   0.983748E+02  -0.398125E+01   0.312242E-06  -0.398125E+01   0.224739E+01   0.949450E-08   0.312242E-06   0.949450E-08   0.144579E-08
  2417   0.980846E+02  -0.390946E+01   0.295742E-06  -0.390946E+01   0.224319E+01   0.988907E-08   0.295742E-06   0.988907E-08   0.144469E-08
  2418   0.977918E+02  -0.383843E+01   0.279205E-06  -0.383843E+01   0.223944E+01   0.102790E-07   0.279205E-06   0.102790E-07   0.144358E-08
  2419   0.974954E+02  -0.376817E+01   0.262672E-06  -0.376817E+01   0.223616E+01   0.106627E-07   0.262672E-06   0.106627E-07   0.144248E-08
  2420   0.971972E+02  -0.369870E+01   0.246181E-06  -0.369870E+01   0.223331E+01   0.110382E-07   0.246181E-06   0.110382E-07   0.144138E-08
  2421   0.968954E+02  -0.363003E+01   0.229771E-06  -0.363003E+01   0.223092E+01   0.114040E-07   0.229771E-06   0.114040E-07   0.144029E-08
  2422   0.965910E+02  -0.356221E+01   0.213482E-06  -0.356221E+01   0.222896E+01   0.117582E-07   0.213482E-06   0.117582E-07   0.143919E-08
  2423   0.962847E+02  -0.349524E+01   0.197353E-06  -0.349524E+01   0.222744E+01   0.120991E-07   0.197353E-06   0.120991E-07   0.143809E-08
  2424   0.959749E+02  -0.342914E+01   0.181422E-06  -0.342914E+01   0.222635E+01   0.124250E-07   0.181422E-06   0.124250E-07   0.143700E-08
  2425   0.956632E+02  -0.336394E+01   0.165729E-06  -0.336394E+01   0.222570E+01   0.127342E-07   0.165729E-06   0.127342E-07   0.143590E-08
  2426   0.953488E+02  -0.329965E+01   0.150313E-06  -0.329965E+01   0.222546E+01   0.130248E-07   0.150313E-06   0.130248E-07   0.143481E-08
  2427   0.950317E+02  -0.323628E+01   0.135213E-06  -0.323628E+01   0.222563E+01   0.132952E-07   0.135213E-06   0.132952E-07   0.143372E-08
  2428   0.947127E+02  -0.317386E+01   0.120469E-06  -0.317386E+01   0.222622E+01   0.135437E-07   0.120469E-06   0.135437E-07   0.143263E-08
  2429   0.943918E+02  -0.311241E+01   0.106118E-06  -0.311241E+01   0.222722E+01   0.137684E-07   0.106118E-06   0.137684E-07   0.143154E-08
  2430   0.940683E+02  -0.305194E+01   0.922016E-07  -0.305194E+01   0.222861E+01   0.139676E-07   0.922016E-07   0.139676E-07   0.143045E-08
  2431   0.937428E+02  -0.299247E+01   0.787573E-07  -0.299247E+01   0.223040E+01   0.141397E-07   0.787573E-07   0.141397E-07   0.142937E-08
  2432   0.934154E+02  -0.293402E+01   0.658247E-07  -0.293402E+01   0.223258E+01   0.142829E-07   0.658247E-07   0.142829E-07   0.142828E-08
  2433   0.930861E+02  -0.287660E+01   0.534428E-07  -0.287660E+01   0.223513E+01   0.143953E-07   0.534428E-07   0.143953E-07   0.142720E-08
  2434   0.927557E+02  -0.282023E+01   0.416508E-07  -0.282023E+01   0.223807E+01   0.144754E-07   0.416508E-07   0.144754E-07   0.142611E-08
  2435   0.924226E+02  -0.276492E+01   0.304878E-07  -0.276492E+01   0.224138E+01   0.145213E-07   0.304878E-07   0.145213E-07   0.142503E-08
  2436   0.920884E+02  -0.271069E+01   0.199930E-07  -0.271069E+01   0.224505E+01   0.145314E-07   0.199930E-07   0.145314E-07   0.142395E-08
  2437   0.917523E+02  -0.265756E+01   0.102054E-07  -0.265756E+01   0.224908E+01   0.145038E-07   0.102054E-07   0.145038E-07   0.142287E-08
  2438   0.914150E+02  -0.260552E+01   0.116411E-08  -0.260552E+01   0.225346E+01   0.144369E-07   0.116411E-08   0.144369E-07   0.142179E-08
  2439   0.910759E+02  -0.255460E+01  -0.709170E-08  -0.255460E+01   0.225818E+01   0.143289E-07  -0.709170E-08   0.143289E-07   0.142072E-08
  2440   0.907357E+02  -0.250481E+01  -0.145229E-07  -0.250481E+01   0.226325E+01   0.141781E-07  -0.145229E-07   0.141781E-07   0.141964E-08
  2441   0.903943E+02  -0.245617E+01  -0.210905E-07  -0.245617E+01   0.226864E+01   0.139826E-07  -0.210905E-07   0.139826E-07   0.141857E-08
  2442   0.900518E+02  -0.240867E+01  -0.267552E-07  -0.240867E+01   0.227436E+01   0.137409E-07  -0.267552E-07   0.137409E-07   0.141749E-08
  2443   0.897074E+02  -0.236234E+01  -0.314780E-07  -0.236234E+01   0.228039E+01   0.134511E-07  -0.314780E-07   0.134511E-07   0.141642E-08
  2444   0.893627E+02  -0.231718E+01  -0.352198E-07  -0.231718E+01   0.228674E+01   0.131116E-07  -0.352198E-07   0.131116E-07   0.141535E-08
  2445   0.890176E+02  -0.227321E+01  -0.379415E-07  -0.227321E+01   0.229339E+01   0.127205E-07  -0.379415E-07   0.127205E-07   0.141428E-08
  2446   0.886706E+02  -0.223043E+01  -0.396038E-07  -0.223043E+01   0.230033E+01   0.122762E-07  -0.396038E-07   0.122762E-07   0.141321E-08
  2447   0.883241E+02  -0.218886E+01  -0.401678E-07  -0.218886E+01   0.230756E+01   0.117768E-07  -0.401678E-07   0.117768E-07   0.141214E-08
  2448   0.879764E+02  -0.214849E+01  -0.395944E-07  -0.214849E+01   0.231507E+01   0.112208E-07  -0.395944E-07   0.112208E-07   0.141107E-08
  2449   0.876277E+02  -0.210935E+01  -0.378443E-07  -0.210935E+01   0.232286E+01   0.106062E-07  -0.378443E-07   0.106062E-07   0.141001E-08
  2450   0.872793E+02  -0.207143E+01  -0.348785E-07  -0.207143E+01   0.233091E+01   0.993146E-08  -0.348785E-07   0.993146E-08   0.140894E-08
  2451   0.869299E+02  -0.203474E+01  -0.306719E-07  -0.203474E+01   0.233922E+01   0.919553E-08  -0.306719E-07   0.919553E-08   0.140788E-08
  2452   0.865808E+02  -0.199929E+01  -0.252561E-07  -0.199929E+01   0.234777E+01   0.840060E-08  -0.252561E-07   0.840060E-08   0.140682E-08
  2453   0.862307E+02  -0.196509E+01  -0.186764E-07  -0.196509E+01   0.235657E+01   0.754961E-08  -0.186764E-07   0.754961E-08   0.140575E-08
  2454   0.858810E+02  -0.193214E+01  -0.109785E-07  -0.193214E+01   0.236561E+01   0.664552E-08  -0.109785E-07   0.664552E-08   0.140469E-08
  2455   0.855309E+02  -0.190044E+01  -0.220785E-08  -0.190044E+01   0.237487E+01   0.569126E-08  -0.220785E-08   0.569126E-08   0.140363E-08
  2456   0.851812E+02  -0.187001E+01   0.759005E-08  -0.187001E+01   0.238435E+01   0.468978E-08   0.759005E-08   0.468978E-08   0.140258E-08
  2457   0.848319E+02  -0.184083E+01   0.183697E-07  -0.184083E+01   0.239405E+01   0.364403E-08   0.183697E-07   0.364403E-08   0.140152E-08
  2458   0.844822E+02  -0.181292E+01   0.300855E-07  -0.181292E+01   0.240395E+01   0.255696E-08   0.300855E-07   0.255696E-08   0.140046E-08
  2459   0.841321E+02  -0.178628E+01   0.426920E-07  -0.178628E+01   0.241406E+01   0.143151E-08   0.426920E-07   0.143151E-08   0.139941E-08
  2460   0.837832E+02  -0.176090E+01   0.561436E-07  -0.176090E+01   0.242435E+01   0.270637E-09   0.561436E-07   0.270637E-09   0.139836E-08
  2461   0.834346E+02  -0.173680E+01   0.703949E-07  -0.173680E+01   0.243483E+01  -0.922721E-09   0.703949E-07  -0.922721E-09   0.139730E-08
  2462   0.830857E+02  -0.171397E+01   0.854002E-07  -0.171397E+01   0.244548E+01  -0.214562E-08   0.854002E-07  -0.214562E-08   0.139625E-08
  2463   0.827386E+02  -0.169241E+01   0.101114E-06  -0.169241E+01   0.245629E+01  -0.339510E-08   0.101114E-06  -0.339510E-08   0.139520E-08
  2464   0.823911E+02  -0.167212E+01   0.117491E-06  -0.167212E+01   0.246728E+01  -0.466822E-08   0.117491E-06  -0.466822E-08   0.139415E-08
  2465   0.820447E+02  -0.165309E+01   0.134486E-06  -0.165309E+01   0.247841E+01  -0.596205E-08   0.134486E-06  -0.596205E-08   0.139311E-08
  2466   0.816987E+02  -0.163534E+01   0.152052E-06  -0.163534E+01   0.248969E+01  -0.727362E-08   0.152052E-06  -0.727362E-08   0.139206E-08
  2467   0.813537E+02  -0.161885E+01   0.170146E-06  -0.161885E+01   0.250110E+01  -0.859999E-08   0.170146E-06  -0.859999E-08   0.139101E-08
  2468   0.810099E+02  -0.160362E+01   0.188720E-06  -0.160362E+01   0.251265E+01  -0.993821E-08   0.188720E-06  -0.993821E-08   0.138997E-08
  2469   0.806671E+02  -0.158965E+01   0.207729E-06  -0.158965E+01   0.252431E+01  -0.112853E-07   0.207729E-06  -0.112853E-07   0.138893E-08
  2470   0.803247E+02  -0.157693E+01   0.227129E-06  -0.157693E+01   0.253609E+01  -0.126384E-07   0.227129E-06  -0.126384E-07   0.138788E-08
  2471   0.799840E+02  -0.156547E+01   0.246873E-06  -0.156547E+01   0.254797E+01  -0.139946E-07   0.246873E-06  -0.139946E-07   0.138684E-08
  2472   0.796445E+02  -0.155525E+01   0.266916E-06  -0.155525E+01   0.255995E+01  -0.153507E-07   0.266916E-06  -0.153507E-07   0.138580E-08
